workerID,gender,age,income,language,order,pesonA,personB,food,totalQuant,eatenQuant,preciseEatenQuant,probAffect
AU2FEBOQUK4PE,M,25,4,English,1,Ann,Henry,pies,10,3,3,0.725
AU2FEBOQUK4PE,M,25,4,English,2,Edward,Winston,bananas,100,9,94,0.975
AU2FEBOQUK4PE,M,25,4,English,3,Jake,Robert,blueberries,100,9,97,0.975
AU2FEBOQUK4PE,M,25,4,English,4,Heather,Calvin,bananas,100,5,58,1
AU2FEBOQUK4PE,M,25,4,English,5,Nancy,Nathan,strawberries,10,7,7,0.975
AU2FEBOQUK4PE,M,25,4,English,6,Kathy,Yvonne,M&M's,10,0,0,0.025
AU2FEBOQUK4PE,M,25,4,English,7,Cathy,Patrick,M&M's,100,10,100,0.5
AU2FEBOQUK4PE,M,25,4,English,8,Larry,Oliver,strawberries,10,2,2,0.1
AU2FEBOQUK4PE,M,25,4,English,9,Steven,Wendy,M&M's,100,9,94,0.975
AU2FEBOQUK4PE,M,25,4,English,10,Grace,Kevin,pies,10,0,0,0
AU2FEBOQUK4PE,M,25,4,English,11,David,Tracy,bananas,10,7,7,0.85
AU2FEBOQUK4PE,M,25,4,English,12,Patty,Victoria,bananas,10,8,8,0.8
AU2FEBOQUK4PE,M,25,4,English,13,Emma,Barbara,blueberries,10,0,0,0
AU2FEBOQUK4PE,M,25,4,English,14,Albert,Ivan,cookies,10,6,6,0.625
AU2FEBOQUK4PE,M,25,4,English,15,Jane,Zack,cookies,100,5,55,0.525
AU2FEBOQUK4PE,M,25,4,English,16,Tom,Rebecca,strawberries,100,10,100,0.975
AU2FEBOQUK4PE,M,25,4,English,17,Diana,Victor,pies,100,6,61,0.975
AU2FEBOQUK4PE,M,25,4,English,18,Matt,Stephanie,strawberries,100,4,45,0.975
AU2FEBOQUK4PE,M,25,4,English,19,Bob,George,bananas,10,3,3,0.425
AU2FEBOQUK4PE,M,25,4,English,20,Fiona,Frank,strawberries,100,3,34,0.6
AU2FEBOQUK4PE,M,25,4,English,21,Iris,Olga,blueberries,100,3,33,0.575
AU2FEBOQUK4PE,M,25,4,English,22,Mary,Lena,cookies,10,7,7,0.75
ASWM4CCJAAHS0,F,25,6,English,1,Victor,Grace,bananas,100,6,60,1
ASWM4CCJAAHS0,F,25,6,English,2,Nancy,Victoria,cookies,10,5,5,0.575
ASWM4CCJAAHS0,F,25,6,English,3,Robert,Olga,pies,10,2,2,1
ASWM4CCJAAHS0,F,25,6,English,4,Winston,Kathy,cookies,100,10,100,1
ASWM4CCJAAHS0,F,25,6,English,5,Oliver,Patrick,bananas,100,3,33,0.75
ASWM4CCJAAHS0,F,25,6,English,6,Heather,Larry,blueberries,100,3,37,0.3
ASWM4CCJAAHS0,F,25,6,English,7,Mary,Kevin,bananas,100,4,44,0.725
ASWM4CCJAAHS0,F,25,6,English,8,Diana,Iris,M&M's,100,7,75,0.65
ASWM4CCJAAHS0,F,25,6,English,9,Ann,Calvin,M&M's,100,5,51,0.525
ASWM4CCJAAHS0,F,25,6,English,10,Bob,Nathan,strawberries,10,4,4,0
ASWM4CCJAAHS0,F,25,6,English,11,Jake,George,blueberries,100,2,22,0.175
ASWM4CCJAAHS0,F,25,6,English,12,Tom,Matt,bananas,10,0,0,0
ASWM4CCJAAHS0,F,25,6,English,13,Emma,Barbara,pies,100,10,100,1
ASWM4CCJAAHS0,F,25,6,English,14,Rebecca,Steven,bananas,10,8,8,0.85
ASWM4CCJAAHS0,F,25,6,English,15,David,Cathy,blueberries,10,7,7,0
ASWM4CCJAAHS0,F,25,6,English,16,Edward,Stephanie,M&M's,100,1,12,0
ASWM4CCJAAHS0,F,25,6,English,17,Frank,Wendy,blueberries,10,2,2,0
ASWM4CCJAAHS0,F,25,6,English,18,Albert,Ivan,pies,10,4,4,1
ASWM4CCJAAHS0,F,25,6,English,19,Tracy,Henry,M&M's,100,2,21,0
ASWM4CCJAAHS0,F,25,6,English,20,Jane,Lena,cookies,100,6,66,1
ASWM4CCJAAHS0,F,25,6,English,21,Yvonne,Zack,cookies,10,8,8,0.75
ASWM4CCJAAHS0,F,25,6,English,22,Fiona,Patty,M&M's,10,2,2,0
A2RMODQCL071B5,F,25,4,arabic,1,Henry,Albert,bananas,100,4,43,0.25
A2RMODQCL071B5,F,25,4,arabic,2,Tom,Matt,cookies,100,10,100,0.25
A2RMODQCL071B5,F,25,4,arabic,3,Jane,Patty,blueberries,10,1,1,0
A2RMODQCL071B5,F,25,4,arabic,4,Fiona,Victor,M&M's,10,3,3,0
A2RMODQCL071B5,F,25,4,arabic,5,Bob,Yvonne,pies,10,9,9,0.6
A2RMODQCL071B5,F,25,4,arabic,6,Winston,Lena,blueberries,100,1,19,0.25
A2RMODQCL071B5,F,25,4,arabic,7,Stephanie,Zack,M&M's,10,9,9,0.75
A2RMODQCL071B5,F,25,4,arabic,8,Steven,Ann,strawberries,10,9,9,0.75
A2RMODQCL071B5,F,25,4,arabic,9,Diana,Oliver,bananas,10,8,8,0.75
A2RMODQCL071B5,F,25,4,arabic,10,Frank,Barbara,cookies,10,8,8,0.75
A2RMODQCL071B5,F,25,4,arabic,11,Mary,Emma,cookies,100,2,20,0.25
A2RMODQCL071B5,F,25,4,arabic,12,Ivan,Olga,blueberries,10,3,3,0.25
A2RMODQCL071B5,F,25,4,arabic,13,Robert,George,blueberries,10,4,4,0.275
A2RMODQCL071B5,F,25,4,arabic,14,Patrick,Grace,cookies,10,10,10,1
A2RMODQCL071B5,F,25,4,arabic,15,Jake,Iris,blueberries,10,10,10,1
A2RMODQCL071B5,F,25,4,arabic,16,Nathan,Tracy,blueberries,10,2,2,0.075
A2RMODQCL071B5,F,25,4,arabic,17,Kathy,Rebecca,cookies,10,1,1,0
A2RMODQCL071B5,F,25,4,arabic,18,Larry,Wendy,blueberries,100,7,72,0.775
A2RMODQCL071B5,F,25,4,arabic,19,Edward,Calvin,blueberries,100,10,100,1
A2RMODQCL071B5,F,25,4,arabic,20,David,Nancy,strawberries,10,8,8,0.75
A2RMODQCL071B5,F,25,4,arabic,21,Victoria,Kevin,M&M's,100,4,46,0.6
A2RMODQCL071B5,F,25,4,arabic,22,Heather,Cathy,pies,100,2,26,0.225
A2LVAD3U0MFOIM,F,35,10,English,1,Patty,Edward,cookies,10,8,8,0.75
A2LVAD3U0MFOIM,F,35,10,English,2,Kevin,Cathy,strawberries,100,4,40,0.625
A2LVAD3U0MFOIM,F,35,10,English,3,Kathy,Robert,strawberries,10,3,3,0.15
A2LVAD3U0MFOIM,F,35,10,English,4,David,Rebecca,M&M's,10,7,7,0.2
A2LVAD3U0MFOIM,F,35,10,English,5,Patrick,Calvin,blueberries,100,0,0,0
A2LVAD3U0MFOIM,F,35,10,English,6,Victoria,Jake,M&M's,10,0,0,0
A2LVAD3U0MFOIM,F,35,10,English,7,Stephanie,Jane,pies,100,0,3,0.675
A2LVAD3U0MFOIM,F,35,10,English,8,Diana,Fiona,bananas,100,1,15,0.6
A2LVAD3U0MFOIM,F,35,10,English,9,Nancy,Barbara,strawberries,100,0,5,0
A2LVAD3U0MFOIM,F,35,10,English,10,Lena,Larry,M&M's,100,10,100,0.55
A2LVAD3U0MFOIM,F,35,10,English,11,Tracy,Mary,bananas,10,9,9,0.725
A2LVAD3U0MFOIM,F,35,10,English,12,Steven,Emma,cookies,10,9,9,0.725
A2LVAD3U0MFOIM,F,35,10,English,13,Bob,Tom,strawberries,10,5,5,0.15
A2LVAD3U0MFOIM,F,35,10,English,14,Henry,Victor,pies,100,5,54,1
A2LVAD3U0MFOIM,F,35,10,English,15,Oliver,Albert,pies,100,7,71,1
A2LVAD3U0MFOIM,F,35,10,English,16,Zack,Grace,M&M's,10,2,2,0
A2LVAD3U0MFOIM,F,35,10,English,17,Yvonne,Heather,blueberries,100,8,87,0.675
A2LVAD3U0MFOIM,F,35,10,English,18,Olga,Nathan,M&M's,100,2,20,0.05
A2LVAD3U0MFOIM,F,35,10,English,19,Frank,Matt,strawberries,10,1,1,0
A2LVAD3U0MFOIM,F,35,10,English,20,Ann,George,bananas,10,6,6,0.5
A2LVAD3U0MFOIM,F,35,10,English,21,Wendy,Iris,blueberries,10,9,9,0.125
A2LVAD3U0MFOIM,F,35,10,English,22,Winston,Ivan,M&M's,10,4,4,0.15
A1GGAQ3OESI3HJ,F,25,4,English,1,Heather,Patrick,M&M's,100,2,24,0.65
A1GGAQ3OESI3HJ,F,25,4,English,2,Ivan,Patty,strawberries,10,10,10,0.95
A1GGAQ3OESI3HJ,F,25,4,English,3,George,Barbara,strawberries,10,8,8,0.875
A1GGAQ3OESI3HJ,F,25,4,English,4,Zack,Rebecca,blueberries,10,0,0,0.2
A1GGAQ3OESI3HJ,F,25,4,English,5,Olga,David,strawberries,100,1,18,0.425
A1GGAQ3OESI3HJ,F,25,4,English,6,Fiona,Mary,bananas,10,4,4,0.175
A1GGAQ3OESI3HJ,F,25,4,English,7,Ann,Matt,M&M's,10,6,6,0.6
A1GGAQ3OESI3HJ,F,25,4,English,8,Tom,Tracy,M&M's,100,4,46,0.4
A1GGAQ3OESI3HJ,F,25,4,English,9,Grace,Albert,bananas,100,10,100,0.275
A1GGAQ3OESI3HJ,F,25,4,English,10,Diana,Larry,strawberries,10,1,1,0.8
A1GGAQ3OESI3HJ,F,25,4,English,11,Cathy,Victor,strawberries,100,9,91,0.125
A1GGAQ3OESI3HJ,F,25,4,English,12,Steven,Bob,cookies,10,2,2,0.65
A1GGAQ3OESI3HJ,F,25,4,English,13,Jane,Henry,blueberries,100,4,49,0.15
A1GGAQ3OESI3HJ,F,25,4,English,14,Wendy,Stephanie,strawberries,10,7,7,0.625
A1GGAQ3OESI3HJ,F,25,4,English,15,Winston,Emma,M&M's,10,9,9,0.05
A1GGAQ3OESI3HJ,F,25,4,English,16,Lena,Calvin,blueberries,10,1,1,0.05
A1GGAQ3OESI3HJ,F,25,4,English,17,Iris,Jake,blueberries,10,4,4,0.275
A1GGAQ3OESI3HJ,F,25,4,English,18,Frank,Oliver,blueberries,10,8,8,0.825
A1GGAQ3OESI3HJ,F,25,4,English,19,Kevin,Edward,pies,10,10,10,0.075
A1GGAQ3OESI3HJ,F,25,4,English,20,Yvonne,Robert,blueberries,10,5,5,0.5
A1GGAQ3OESI3HJ,F,25,4,English,21,Nancy,Victoria,blueberries,100,7,77,0.65
A1GGAQ3OESI3HJ,F,25,4,English,22,Kathy,Nathan,M&M's,10,0,0,0.95
A36MTY8RSWBZU7,F,55,4,English,1,Winston,Rebecca,M&M's,10,1,1,0.125
A36MTY8RSWBZU7,F,55,4,English,2,Kevin,Bob,cookies,10,5,5,0.525
A36MTY8RSWBZU7,F,55,4,English,3,Barbara,Oliver,bananas,10,3,3,0.475
A36MTY8RSWBZU7,F,55,4,English,4,Robert,David,blueberries,100,4,49,0.625
A36MTY8RSWBZU7,F,55,4,English,5,Jake,Albert,M&M's,10,7,7,0.75
A36MTY8RSWBZU7,F,55,4,English,6,Diana,George,M&M's,100,2,27,0.425
A36MTY8RSWBZU7,F,55,4,English,7,Matt,Zack,pies,100,7,78,0.925
A36MTY8RSWBZU7,F,55,4,English,8,Patrick,Ivan,pies,100,0,8,0.175
A36MTY8RSWBZU7,F,55,4,English,9,Edward,Patty,M&M's,100,8,86,0.625
A36MTY8RSWBZU7,F,55,4,English,10,Iris,Larry,blueberries,100,8,87,0.675
A36MTY8RSWBZU7,F,55,4,English,11,Tom,Lena,bananas,10,6,6,0.725
A36MTY8RSWBZU7,F,55,4,English,12,Ann,Yvonne,strawberries,100,0,7,0.1
A36MTY8RSWBZU7,F,55,4,English,13,Steven,Frank,pies,100,3,39,0.625
A36MTY8RSWBZU7,F,55,4,English,14,Wendy,Stephanie,pies,10,8,8,0.575
A36MTY8RSWBZU7,F,55,4,English,15,Fiona,Victoria,blueberries,10,5,5,0.475
A36MTY8RSWBZU7,F,55,4,English,16,Jane,Emma,bananas,10,10,10,1
A36MTY8RSWBZU7,F,55,4,English,17,Cathy,Kathy,strawberries,100,4,45,0.525
A36MTY8RSWBZU7,F,55,4,English,18,Calvin,Heather,M&M's,100,7,75,0.525
A36MTY8RSWBZU7,F,55,4,English,19,Victor,Mary,blueberries,100,2,28,0.375
A36MTY8RSWBZU7,F,55,4,English,20,Tracy,Nathan,M&M's,100,5,59,0.525
A36MTY8RSWBZU7,F,55,4,English,21,Grace,Olga,blueberries,100,1,12,0
A36MTY8RSWBZU7,F,55,4,English,22,Nancy,Henry,strawberries,100,5,54,0.65
A1ATW3MJ0DB22C,F,35,8,Chinese,1,Tom,Tracy,bananas,100,10,100,0.75
A1ATW3MJ0DB22C,F,35,8,Chinese,2,Lena,Stephanie,pies,10,6,6,0.75
A1ATW3MJ0DB22C,F,35,8,Chinese,3,Patty,David,bananas,10,6,6,0.75
A1ATW3MJ0DB22C,F,35,8,Chinese,4,Wendy,Ivan,bananas,10,0,0,0.5
A1ATW3MJ0DB22C,F,35,8,Chinese,5,Barbara,Patrick,pies,100,2,21,0.25
A1ATW3MJ0DB22C,F,35,8,Chinese,6,Kevin,George,M&M's,10,1,1,0.5
A1ATW3MJ0DB22C,F,35,8,Chinese,7,Jake,Fiona,blueberries,100,9,99,1
A1ATW3MJ0DB22C,F,35,8,Chinese,8,Iris,Ann,strawberries,100,5,52,0.75
A1ATW3MJ0DB22C,F,35,8,Chinese,9,Emma,Jane,strawberries,10,8,8,0.875
A1ATW3MJ0DB22C,F,35,8,Chinese,10,Larry,Victor,bananas,100,7,73,0.825
A1ATW3MJ0DB22C,F,35,8,Chinese,11,Grace,Cathy,cookies,100,6,62,0.75
A1ATW3MJ0DB22C,F,35,8,Chinese,12,Nancy,Olga,strawberries,10,9,9,0.925
A1ATW3MJ0DB22C,F,35,8,Chinese,13,Nathan,Winston,pies,10,7,7,0.85
A1ATW3MJ0DB22C,F,35,8,Chinese,14,Frank,Steven,bananas,100,9,93,0.975
A1ATW3MJ0DB22C,F,35,8,Chinese,15,Oliver,Henry,cookies,100,8,86,0.925
A1ATW3MJ0DB22C,F,35,8,Chinese,16,Robert,Victoria,pies,10,9,9,0.975
A1ATW3MJ0DB22C,F,35,8,Chinese,17,Heather,Diana,blueberries,100,5,56,0.75
A1ATW3MJ0DB22C,F,35,8,Chinese,18,Matt,Kathy,pies,100,6,65,0.75
A1ATW3MJ0DB22C,F,35,8,Chinese,19,Mary,Yvonne,strawberries,10,7,7,0.725
A1ATW3MJ0DB22C,F,35,8,Chinese,20,Edward,Bob,bananas,100,6,66,0.75
A1ATW3MJ0DB22C,F,35,8,Chinese,21,Calvin,Zack,cookies,10,7,7,0.775
A1ATW3MJ0DB22C,F,35,8,Chinese,22,Rebecca,Albert,pies,100,8,82,0.85
A18WSAKX5YN2FB,F,35,4,English,1,Zack,Jane,pies,10,4,4,0.75
A18WSAKX5YN2FB,F,35,4,English,2,Fiona,George,M&M's,100,9,92,0.75
A18WSAKX5YN2FB,F,35,4,English,3,Bob,David,M&M's,10,10,10,0.25
A18WSAKX5YN2FB,F,35,4,English,4,Cathy,Albert,blueberries,100,7,75,0.5
A18WSAKX5YN2FB,F,35,4,English,5,Kevin,Larry,bananas,10,6,6,0.5
A18WSAKX5YN2FB,F,35,4,English,6,Stephanie,Ivan,pies,10,6,6,0.75
A18WSAKX5YN2FB,F,35,4,English,7,Yvonne,Calvin,bananas,100,4,44,0.5
A18WSAKX5YN2FB,F,35,4,English,8,Winston,Ann,bananas,10,5,5,0.25
A18WSAKX5YN2FB,F,35,4,English,9,Barbara,Jake,blueberries,10,3,3,0.025
A18WSAKX5YN2FB,F,35,4,English,10,Rebecca,Oliver,blueberries,100,2,26,0.275
A18WSAKX5YN2FB,F,35,4,English,11,Frank,Wendy,cookies,100,1,16,0.5
A18WSAKX5YN2FB,F,35,4,English,12,Edward,Patty,bananas,10,2,2,0
A18WSAKX5YN2FB,F,35,4,English,13,Victor,Steven,pies,10,8,8,1
A18WSAKX5YN2FB,F,35,4,English,14,Olga,Nancy,pies,100,2,20,1
A18WSAKX5YN2FB,F,35,4,English,15,Tracy,Grace,M&M's,10,5,5,0.025
A18WSAKX5YN2FB,F,35,4,English,16,Victoria,Tom,blueberries,100,10,100,0.75
A18WSAKX5YN2FB,F,35,4,English,17,Heather,Patrick,bananas,10,8,8,0.5
A18WSAKX5YN2FB,F,35,4,English,18,Robert,Iris,bananas,100,1,16,0.5
A18WSAKX5YN2FB,F,35,4,English,19,Mary,Henry,bananas,100,0,1,0
A18WSAKX5YN2FB,F,35,4,English,20,Emma,Matt,M&M's,100,6,64,0.75
A18WSAKX5YN2FB,F,35,4,English,21,Nathan,Diana,blueberries,100,5,54,0.5
A18WSAKX5YN2FB,F,35,4,English,22,Kathy,Lena,blueberries,10,7,7,0.025
A1Q4CX6DHZFYF2,M,25,4,English,1,Kathy,Patrick,pies,100,7,70,0.775
A1Q4CX6DHZFYF2,M,25,4,English,2,Rebecca,Oliver,cookies,100,7,71,0.7
A1Q4CX6DHZFYF2,M,25,4,English,3,Diana,Victor,bananas,10,7,7,0.925
A1Q4CX6DHZFYF2,M,25,4,English,4,Matt,Tracy,strawberries,100,9,97,0.925
A1Q4CX6DHZFYF2,M,25,4,English,5,Iris,Cathy,strawberries,100,6,61,0.6
A1Q4CX6DHZFYF2,M,25,4,English,6,Stephanie,Bob,cookies,10,10,10,0.975
A1Q4CX6DHZFYF2,M,25,4,English,7,David,Kevin,bananas,100,2,29,0.325
A1Q4CX6DHZFYF2,M,25,4,English,8,Jake,Edward,blueberries,100,9,91,0.825
A1Q4CX6DHZFYF2,M,25,4,English,9,Patty,Nancy,strawberries,10,0,0,0.025
A1Q4CX6DHZFYF2,M,25,4,English,10,Fiona,Wendy,pies,10,9,9,0.925
A1Q4CX6DHZFYF2,M,25,4,English,11,Barbara,Victoria,cookies,100,6,62,0.725
A1Q4CX6DHZFYF2,M,25,4,English,12,Frank,Larry,M&M's,100,6,66,0.7
A1Q4CX6DHZFYF2,M,25,4,English,13,Lena,Nathan,cookies,10,0,0,0.025
A1Q4CX6DHZFYF2,M,25,4,English,14,Ann,Albert,pies,10,8,8,0.9
A1Q4CX6DHZFYF2,M,25,4,English,15,Zack,Emma,cookies,100,8,88,0.775
A1Q4CX6DHZFYF2,M,25,4,English,16,Tom,George,pies,100,9,99,0.9
A1Q4CX6DHZFYF2,M,25,4,English,17,Henry,Mary,blueberries,100,8,80,0.825
A1Q4CX6DHZFYF2,M,25,4,English,18,Winston,Ivan,strawberries,100,7,73,0.725
A1Q4CX6DHZFYF2,M,25,4,English,19,Robert,Olga,strawberries,100,3,34,0.225
A1Q4CX6DHZFYF2,M,25,4,English,20,Steven,Calvin,M&M's,10,0,0,0.05
A1Q4CX6DHZFYF2,M,25,4,English,21,Jane,Grace,pies,10,2,2,0.025
A1Q4CX6DHZFYF2,M,25,4,English,22,Heather,Yvonne,pies,100,1,15,0.05
A1IYCRA62VYFZK,M,45,4,English,1,Edward,Albert,M&M's,10,2,2,0.25
A1IYCRA62VYFZK,M,45,4,English,2,Patrick,Bob,cookies,100,5,51,0.75
A1IYCRA62VYFZK,M,45,4,English,3,Calvin,Frank,strawberries,100,8,89,0.75
A1IYCRA62VYFZK,M,45,4,English,4,Jake,Lena,blueberries,10,4,4,0.25
A1IYCRA62VYFZK,M,45,4,English,5,Larry,Steven,strawberries,100,6,62,0.75
A1IYCRA62VYFZK,M,45,4,English,6,Henry,Robert,pies,100,5,52,1
A1IYCRA62VYFZK,M,45,4,English,7,Oliver,Stephanie,M&M's,10,4,4,0.25
A1IYCRA62VYFZK,M,45,4,English,8,Rebecca,Olga,pies,10,3,3,0.5
A1IYCRA62VYFZK,M,45,4,English,9,Tom,Ann,M&M's,100,7,75,0.75
A1IYCRA62VYFZK,M,45,4,English,10,Iris,Heather,cookies,10,1,1,0
A1IYCRA62VYFZK,M,45,4,English,11,Grace,Kathy,M&M's,10,6,6,0.25
A1IYCRA62VYFZK,M,45,4,English,12,Victor,Nancy,bananas,100,6,60,0.85
A1IYCRA62VYFZK,M,45,4,English,13,Nathan,Wendy,pies,10,8,8,0.775
A1IYCRA62VYFZK,M,45,4,English,14,Matt,Jane,cookies,10,10,10,0.65
A1IYCRA62VYFZK,M,45,4,English,15,Barbara,David,blueberries,10,5,5,0.125
A1IYCRA62VYFZK,M,45,4,English,16,Mary,Yvonne,strawberries,10,1,1,0.025
A1IYCRA62VYFZK,M,45,4,English,17,Kevin,George,pies,100,7,75,0.875
A1IYCRA62VYFZK,M,45,4,English,18,Tracy,Victoria,M&M's,100,5,56,0.575
A1IYCRA62VYFZK,M,45,4,English,19,Ivan,Patty,strawberries,10,7,7,0.525
A1IYCRA62VYFZK,M,45,4,English,20,Winston,Emma,strawberries,10,6,6,0.5
A1IYCRA62VYFZK,M,45,4,English,21,Fiona,Cathy,blueberries,10,9,9,0.35
A1IYCRA62VYFZK,M,45,4,English,22,Zack,Diana,pies,100,6,63,0.775
AGPBP85B17VXL,M,25,4,English,1,Bob,Barbara,pies,100,10,100,0.75
AGPBP85B17VXL,M,25,4,English,2,Kathy,Patrick,cookies,100,3,37,0.5
AGPBP85B17VXL,M,25,4,English,3,Fiona,Ann,strawberries,10,1,1,0.725
AGPBP85B17VXL,M,25,4,English,4,Steven,Matt,blueberries,10,7,7,0.275
AGPBP85B17VXL,M,25,4,English,5,Henry,Nancy,pies,100,9,98,0.75
AGPBP85B17VXL,M,25,4,English,6,Iris,Diana,cookies,10,4,4,0.9
AGPBP85B17VXL,M,25,4,English,7,Heather,Grace,M&M's,10,4,4,0.65
AGPBP85B17VXL,M,25,4,English,8,Cathy,Zack,M&M's,10,0,0,0.725
AGPBP85B17VXL,M,25,4,English,9,Olga,Tom,cookies,10,5,5,0.625
AGPBP85B17VXL,M,25,4,English,10,Stephanie,Wendy,strawberries,10,6,6,0.75
AGPBP85B17VXL,M,25,4,English,11,Victor,Robert,bananas,10,7,7,0.775
AGPBP85B17VXL,M,25,4,English,12,Ivan,Mary,M&M's,10,6,6,0.75
AGPBP85B17VXL,M,25,4,English,13,Rebecca,Albert,cookies,100,7,75,0.7
AGPBP85B17VXL,M,25,4,English,14,Kevin,David,M&M's,100,3,39,1
AGPBP85B17VXL,M,25,4,English,15,Nathan,Emma,blueberries,10,0,0,0.6
AGPBP85B17VXL,M,25,4,English,16,Winston,Victoria,strawberries,100,3,38,0.5
AGPBP85B17VXL,M,25,4,English,17,Tracy,Jake,cookies,100,8,85,0.5
AGPBP85B17VXL,M,25,4,English,18,Jane,Yvonne,strawberries,10,7,7,0.3
AGPBP85B17VXL,M,25,4,English,19,Calvin,George,strawberries,100,1,18,0.525
AGPBP85B17VXL,M,25,4,English,20,Lena,Edward,M&M's,100,0,4,0.65
AGPBP85B17VXL,M,25,4,English,21,Oliver,Larry,blueberries,100,9,91,0.725
AGPBP85B17VXL,M,25,4,English,22,Frank,Patty,blueberries,100,10,100,0.725
AEJBG66WC3TCD,F,55,4,english,1,Oliver,Yvonne,cookies,10,8,8,0.75
AEJBG66WC3TCD,F,55,4,english,2,Barbara,Grace,strawberries,10,0,0,0
AEJBG66WC3TCD,F,55,4,english,3,Steven,Edward,cookies,100,8,85,1
AEJBG66WC3TCD,F,55,4,english,4,Stephanie,Victoria,M&M's,10,2,2,0
AEJBG66WC3TCD,F,55,4,english,5,Frank,Ann,bananas,100,7,79,1
AEJBG66WC3TCD,F,55,4,english,6,Diana,Matt,bananas,100,3,30,0.75
AEJBG66WC3TCD,F,55,4,english,7,Emma,George,blueberries,10,2,2,0
AEJBG66WC3TCD,F,55,4,english,8,Nathan,David,cookies,100,10,100,1
AEJBG66WC3TCD,F,55,4,english,9,Mary,Jane,bananas,100,9,95,1
AEJBG66WC3TCD,F,55,4,english,10,Zack,Larry,cookies,100,2,25,0.725
AEJBG66WC3TCD,F,55,4,english,11,Ivan,Patrick,M&M's,10,1,1,0
AEJBG66WC3TCD,F,55,4,english,12,Patty,Victor,blueberries,10,8,8,0.975
AEJBG66WC3TCD,F,55,4,english,13,Fiona,Olga,blueberries,100,10,100,0.975
AEJBG66WC3TCD,F,55,4,english,14,Tom,Kathy,bananas,10,2,2,0.025
AEJBG66WC3TCD,F,55,4,english,15,Bob,Tracy,bananas,10,0,0,0.025
AEJBG66WC3TCD,F,55,4,english,16,Henry,Cathy,M&M's,100,0,7,0
AEJBG66WC3TCD,F,55,4,english,17,Rebecca,Albert,bananas,10,3,3,0.25
AEJBG66WC3TCD,F,55,4,english,18,Lena,Kevin,blueberries,100,1,14,0
AEJBG66WC3TCD,F,55,4,english,19,Robert,Nancy,blueberries,10,6,6,0.75
AEJBG66WC3TCD,F,55,4,english,20,Calvin,Iris,cookies,10,5,5,0.75
AEJBG66WC3TCD,F,55,4,english,21,Wendy,Winston,cookies,100,9,90,0.975
AEJBG66WC3TCD,F,55,4,english,22,Jake,Heather,blueberries,100,2,28,0.25
A2D4JAIAKIO179,F,25,4,English,1,Zack,Albert,M&M's,100,8,81,0.575
A2D4JAIAKIO179,F,25,4,English,2,Diana,Larry,strawberries,100,10,100,0.675
A2D4JAIAKIO179,F,25,4,English,3,Patty,Tracy,pies,100,4,41,0.775
A2D4JAIAKIO179,F,25,4,English,4,George,Matt,strawberries,100,7,72,0.575
A2D4JAIAKIO179,F,25,4,English,5,Steven,Grace,cookies,100,8,83,0.8
A2D4JAIAKIO179,F,25,4,English,6,Heather,Barbara,M&M's,10,4,4,0.25
A2D4JAIAKIO179,F,25,4,English,7,Nancy,Bob,blueberries,10,3,3,0.475
A2D4JAIAKIO179,F,25,4,English,8,Stephanie,Tom,bananas,10,3,3,0.6
A2D4JAIAKIO179,F,25,4,English,9,Patrick,Victor,cookies,10,7,7,0.7
A2D4JAIAKIO179,F,25,4,English,10,Jane,Oliver,M&M's,100,7,79,0.7
A2D4JAIAKIO179,F,25,4,English,11,Rebecca,Fiona,strawberries,10,4,4,0.475
A2D4JAIAKIO179,F,25,4,English,12,Frank,Yvonne,M&M's,100,10,100,0.85
A2D4JAIAKIO179,F,25,4,English,13,Winston,Iris,blueberries,10,6,6,0.475
A2D4JAIAKIO179,F,25,4,English,14,Cathy,Kevin,M&M's,10,10,10,0.525
A2D4JAIAKIO179,F,25,4,English,15,Mary,Ivan,blueberries,10,4,4,0.475
A2D4JAIAKIO179,F,25,4,English,16,Victoria,Kathy,cookies,10,1,1,0.125
A2D4JAIAKIO179,F,25,4,English,17,Nathan,Emma,bananas,100,2,29,0.7
A2D4JAIAKIO179,F,25,4,English,18,David,Lena,cookies,10,0,0,0.125
A2D4JAIAKIO179,F,25,4,English,19,Henry,Ann,strawberries,10,7,7,0.475
A2D4JAIAKIO179,F,25,4,English,20,Robert,Edward,strawberries,100,8,80,0.7
A2D4JAIAKIO179,F,25,4,English,21,Wendy,Calvin,pies,100,8,86,0.825
A2D4JAIAKIO179,F,25,4,English,22,Jake,Olga,bananas,10,7,7,0.775
A3O88PQCFK3DTH,F,25,4,English,1,Tom,Tracy,cookies,10,9,9,0.65
A3O88PQCFK3DTH,F,25,4,English,2,Emma,Albert,pies,10,7,7,0.9
A3O88PQCFK3DTH,F,25,4,English,3,Larry,Oliver,bananas,100,3,30,0.625
A3O88PQCFK3DTH,F,25,4,English,4,Wendy,Calvin,pies,100,9,94,1
A3O88PQCFK3DTH,F,25,4,English,5,Victor,Patrick,blueberries,10,9,9,0.075
A3O88PQCFK3DTH,F,25,4,English,6,Lena,Jane,cookies,100,4,41,0.8
A3O88PQCFK3DTH,F,25,4,English,7,Frank,Edward,blueberries,100,5,59,0.2
A3O88PQCFK3DTH,F,25,4,English,8,Nathan,Nancy,strawberries,100,9,98,0.6
A3O88PQCFK3DTH,F,25,4,English,9,Fiona,Cathy,bananas,10,4,4,0.2
